#OTU ID	Control_1	Control_2	Control_3	NEFO_1	NEFO_2	NEFO_3	NEFO_RS_1	NEFO_RS_2	NEFO_RS_3	NEO_1	NEO_2	NEO_3
OTU1	52.0	72.0	29.0	20.0	9.0	10.0	1.0	4.0	8.0	41.0	1.0	1.0
OTU10	10.0	1.0	8.0	2.0	6.0	1.0	2.0	9.0	3.0	0.0	1.0	0.0
OTU100	9.0	3.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	10.0	0.0	1.0
OTU1000	0.0	10.0	0.0	2.0	43.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
OTU1001	6.0	8.0	4.0	5.0	2.0	1.0	3.0	25.0	23.0	18.0	5.0	0.0
OTU1002	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OTU1003	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU1004	11.0	10.0	2.0	19.0	2.0	59.0	25.0	4.0	0.0	24.0	0.0	111.0
OTU1005	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0
OTU1006	3.0	5.0	11.0	4.0	0.0	13.0	5.0	5.0	1.0	3.0	1.0	17.0
OTU1007	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU1008	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
OTU1009	30.0	3.0	12.0	5.0	8.0	3.0	3.0	0.0	2.0	5.0	3.0	0.0
OTU101	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU1010	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU1011	1.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
OTU1012	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU1013	4.0	4.0	3.0	3.0	1.0	0.0	0.0	3.0	2.0	3.0	3.0	3.0
OTU1014	29.0	5.0	7.0	11.0	11.0	3.0	5.0	5.0	7.0	2.0	0.0	0.0
OTU1015	9.0	4.0	11.0	5.0	7.0	0.0	4.0	16.0	2.0	4.0	1.0	6.0
OTU1016	0.0	1.0	0.0	1.0	1.0	19.0	0.0	0.0	1.0	2.0	0.0	0.0
OTU1017	0.0	0.0	3.0	1.0	0.0	2.0	1.0	1.0	0.0	2.0	0.0	72.0
OTU1018	67.0	40.0	5.0	4.0	11.0	0.0	0.0	0.0	10.0	0.0	9.0	0.0
OTU1019	2.0	1.0	2.0	1.0	10.0	0.0	0.0	1.0	9.0	0.0	0.0	6.0
OTU102	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
OTU1020	6.0	2.0	4.0	0.0	2.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0
OTU1021	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU1022	0.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	9.0
OTU1023	4.0	3.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	1.0
OTU1024	0.0	0.0	1.0	0.0	0.0	2.0	110.0	0.0	0.0	1.0	0.0	0.0
OTU1025	6.0	4.0	0.0	8.0	1.0	3.0	8.0	14.0	0.0	7.0	0.0	5.0
OTU1026	0.0	0.0	0.0	0.0	0.0	0.0	216.0	5.0	1.0	0.0	0.0	0.0
OTU1027	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0
OTU1028	14.0	148.0	4.0	13.0	6.0	105.0	96.0	21.0	12.0	47.0	6.0	140.0
OTU1029	10.0	0.0	0.0	0.0	2.0	0.0	3.0	12.0	1.0	5.0	1.0	1.0
OTU103	0.0	0.0	1.0	0.0	1.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0
OTU1030	22.0	97.0	15.0	6.0	4.0	112.0	55.0	33.0	13.0	24.0	5.0	18.0
OTU1031	0.0	4.0	4.0	1.0	0.0	5.0	3.0	0.0	2.0	0.0	0.0	20.0
OTU1032	0.0	0.0	0.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	3.0
OTU1033	17.0	12.0	2.0	1.0	26.0	0.0	0.0	0.0	72.0	0.0	2.0	0.0
OTU1034	4.0	1.0	3.0	6.0	1.0	6.0	1.0	0.0	1.0	10.0	8.0	0.0
OTU1035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
OTU1036	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
OTU1037	0.0	7.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0
OTU1038	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
OTU1039	1.0	0.0	11.0	2.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU104	2.0	2.0	1.0	1.0	3.0	2.0	1.0	1.0	3.0	2.0	2.0	1.0
OTU1040	12.0	57.0	0.0	12.0	1.0	38.0	45.0	67.0	53.0	47.0	6.0	35.0
OTU1041	10.0	2.0	2.0	4.0	5.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0
OTU1042	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU1043	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
OTU1044	1.0	1.0	7.0	5.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0
OTU1045	4.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
OTU1046	0.0	1.0	1.0	6.0	0.0	10.0	4.0	1.0	0.0	3.0	0.0	16.0
OTU1047	2.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
OTU1048	0.0	1.0	1.0	21.0	97.0	42.0	0.0	0.0	0.0	2.0	0.0	0.0
OTU1049	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
OTU105	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
OTU1050	11.0	3.0	30.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU1051	0.0	0.0	2.0	1.0	51.0	2.0	0.0	1.0	0.0	0.0	0.0	16.0
OTU1052	0.0	0.0	3.0	0.0	4.0	0.0	4.0	0.0	0.0	3.0	0.0	2.0
OTU1053	15.0	0.0	0.0	15.0	13.0	0.0	2.0	0.0	0.0	0.0	0.0	33.0
OTU1054	3.0	3.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0
OTU1055	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	2.0
OTU1056	12.0	4.0	2.0	8.0	5.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
OTU1057	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
OTU1058	84.0	149.0	99.0	17.0	9.0	75.0	40.0	42.0	20.0	23.0	0.0	35.0
OTU1059	1.0	0.0	10.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	13.0
OTU106	2.0	0.0	9.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
OTU1060	1.0	0.0	0.0	0.0	1.0	2.0	4.0	0.0	0.0	0.0	0.0	2.0
OTU1061	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0
OTU1062	32.0	62.0	38.0	4.0	1.0	34.0	9.0	19.0	7.0	7.0	1.0	18.0
OTU1063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0
OTU1064	0.0	2.0	2.0	5.0	3.0	2.0	4.0	2.0	2.0	4.0	1.0	6.0
OTU1065	68.0	6.0	0.0	0.0	5.0	0.0	0.0	21.0	4.0	0.0	0.0	0.0
OTU1066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
OTU1067	4.0	3.0	7.0	3.0	1.0	1.0	1.0	3.0	2.0	3.0	2.0	2.0
OTU1068	0.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0
OTU1069	22.0	4.0	16.0	5.0	1.0	3.0	1.0	2.0	12.0	26.0	2.0	5.0
OTU107	5.0	1.0	23.0	7.0	2.0	9.0	1.0	0.0	1.0	3.0	0.0	10.0
OTU1070	1.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU1071	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	5.0	0.0
OTU1072	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU1073	12.0	3.0	12.0	13.0	11.0	11.0	4.0	13.0	16.0	22.0	26.0	5.0
OTU1074	7.0	5.0	21.0	21.0	49.0	35.0	79.0	11.0	20.0	23.0	0.0	315.0
OTU1075	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	5.0
OTU1076	0.0	0.0	4.0	2.0	1.0	0.0	3.0	0.0	14.0	0.0	0.0	8.0
OTU1077	1.0	3.0	4.0	2.0	4.0	3.0	7.0	0.0	3.0	1.0	0.0	6.0
OTU1078	0.0	0.0	6.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU1079	2.0	2.0	2.0	2.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	6.0
OTU108	18.0	8.0	6.0	2.0	1.0	5.0	2.0	5.0	8.0	1.0	1.0	0.0
OTU1080	3.0	2.0	12.0	17.0	4.0	17.0	19.0	1.0	1.0	6.0	0.0	13.0
OTU1081	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
OTU1082	3.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
OTU1083	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU1084	37.0	2.0	38.0	2.0	7.0	5.0	6.0	9.0	0.0	34.0	3.0	3.0
OTU1085	12.0	26.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0
OTU1086	0.0	0.0	4.0	1.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	2.0
OTU1087	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU1088	0.0	1.0	7.0	3.0	3.0	4.0	2.0	0.0	0.0	0.0	0.0	1.0
OTU1089	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU109	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
OTU1090	6.0	0.0	15.0	2.0	1.0	0.0	2.0	0.0	0.0	7.0	0.0	0.0
OTU1091	34.0	2.0	1.0	3.0	0.0	4.0	0.0	6.0	1.0	0.0	0.0	1.0
OTU1092	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
OTU1093	4.0	0.0	9.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
OTU1094	0.0	0.0	0.0	0.0	0.0	127.0	67.0	0.0	0.0	5.0	0.0	0.0
OTU1095	4.0	2.0	2.0	0.0	2.0	2.0	0.0	4.0	6.0	2.0	0.0	0.0
OTU1096	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
OTU1097	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
OTU1098	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
OTU1099	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
OTU11	3.0	61.0	0.0	1.0	0.0	13.0	10.0	22.0	1.0	11.0	0.0	9.0
OTU110	0.0	2.0	0.0	3.0	0.0	1.0	2.0	2.0	1.0	6.0	0.0	8.0
OTU1100	0.0	6.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	5.0
OTU1101	666.0	1330.0	139.0	215.0	148.0	668.0	136.0	225.0	412.0	212.0	260.0	516.0
OTU1102	56.0	301.0	14.0	101.0	50.0	133.0	56.0	136.0	127.0	42.0	6.0	57.0
OTU1103	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
OTU1104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
OTU1105	3.0	4.0	2.0	2.0	5.0	6.0	0.0	3.0	1.0	2.0	0.0	23.0
OTU1106	0.0	0.0	0.0	1.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0
OTU1107	3.0	7.0	29.0	9.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
OTU1108	0.0	2.0	1.0	3.0	7.0	8.0	4.0	0.0	0.0	2.0	0.0	6.0
OTU1109	0.0	0.0	4.0	1.0	5.0	7.0	14.0	1.0	0.0	2.0	0.0	254.0
OTU111	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0
OTU1110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0
OTU1111	3.0	0.0	8.0	10.0	11.0	32.0	9.0	7.0	4.0	5.0	0.0	9.0
OTU1112	0.0	0.0	0.0	4.0	1.0	1.0	2.0	3.0	0.0	6.0	0.0	0.0
OTU1113	10.0	16.0	2.0	5.0	10.0	9.0	3.0	1.0	5.0	2.0	0.0	0.0
OTU1114	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0
OTU1115	6.0	0.0	5.0	2.0	0.0	0.0	3.0	6.0	2.0	4.0	0.0	0.0
OTU1116	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	7.0
OTU1117	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
OTU1118	0.0	2.0	0.0	0.0	6.0	10.0	11.0	0.0	4.0	0.0	0.0	7.0
OTU1119	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
OTU112	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU1120	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
OTU1121	30.0	0.0	0.0	8.0	5.0	1.0	0.0	0.0	4.0	0.0	1.0	2.0
OTU1122	55.0	528.0	10.0	79.0	47.0	552.0	1223.0	314.0	353.0	160.0	91.0	215.0
OTU1123	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0
OTU1124	0.0	0.0	1.0	10.0	0.0	1.0	37.0	66.0	0.0	0.0	0.0	0.0
OTU1125	0.0	0.0	0.0	15.0	0.0	0.0	49.0	56.0	0.0	0.0	0.0	3.0
OTU1126	63.0	74.0	32.0	11.0	36.0	5.0	7.0	28.0	263.0	11.0	1.0	90.0
OTU1127	1.0	1.0	0.0	0.0	0.0	2.0	0.0	21.0	1.0	0.0	0.0	0.0
OTU1128	18.0	0.0	20.0	11.0	9.0	17.0	2.0	20.0	5.0	7.0	0.0	0.0
OTU1129	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU113	0.0	2.0	3.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	3.0
OTU1130	5.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
OTU1131	3.0	2.0	8.0	4.0	1.0	11.0	3.0	2.0	3.0	0.0	0.0	1.0
OTU1132	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0
OTU1133	2.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU1134	0.0	0.0	0.0	1.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
OTU1135	1.0	8.0	9.0	16.0	2.0	13.0	61.0	8.0	4.0	3.0	0.0	79.0
OTU1136	0.0	2.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
OTU1137	417.0	366.0	213.0	224.0	1121.0	754.0	35.0	520.0	348.0	616.0	596.0	96.0
OTU1138	3.0	0.0	1.0	0.0	4.0	6.0	0.0	1.0	0.0	0.0	1.0	0.0
OTU1139	0.0	2.0	60.0	1.0	0.0	72.0	1.0	0.0	0.0	0.0	0.0	1.0
OTU114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
OTU1140	0.0	0.0	1.0	0.0	3.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0
OTU115	36.0	4.0	40.0	18.0	16.0	1.0	6.0	8.0	17.0	13.0	3.0	2.0
OTU116	2349.0	1606.0	1906.0	1633.0	1487.0	627.0	268.0	2477.0	4720.0	2558.0	1059.0	857.0
OTU117	35.0	11.0	6.0	8.0	8.0	7.0	2.0	1.0	9.0	8.0	4.0	0.0
OTU118	3.0	2.0	0.0	0.0	1.0	3.0	3.0	0.0	2.0	0.0	0.0	0.0
OTU119	2.0	2.0	0.0	1.0	6.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0
OTU12	14.0	9.0	15.0	22.0	21.0	8.0	0.0	9.0	9.0	1.0	0.0	2.0
OTU120	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
OTU121	0.0	0.0	0.0	2.0	4.0	0.0	4.0	2.0	0.0	1.0	0.0	0.0
OTU122	1.0	3.0	9.0	9.0	4.0	5.0	5.0	6.0	3.0	3.0	0.0	3.0
OTU123	4.0	69.0	0.0	15.0	0.0	0.0	88.0	5.0	95.0	12.0	2.0	0.0
OTU124	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU125	46.0	31.0	64.0	27.0	22.0	13.0	10.0	15.0	22.0	30.0	0.0	25.0
OTU126	2.0	2.0	1.0	1.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0
OTU127	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0
OTU128	0.0	1.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
OTU129	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
OTU13	0.0	0.0	2.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
OTU130	5.0	8.0	18.0	10.0	1.0	8.0	8.0	5.0	1.0	2.0	0.0	17.0
OTU131	8.0	4.0	8.0	3.0	6.0	2.0	1.0	6.0	0.0	2.0	2.0	0.0
OTU132	0.0	2.0	5.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	2.0
OTU133	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0
OTU134	3.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU135	0.0	2.0	3.0	2.0	1.0	8.0	4.0	0.0	0.0	0.0	0.0	7.0
OTU136	0.0	1.0	1.0	1.0	1.0	2.0	9.0	0.0	1.0	0.0	0.0	1.0
